icao24,dt_s,dist_km,speed_ms,climb_ms,is_fake
4ac9f4,27.0,6.037,223.59,0.0,0
4ac9f4,19.0,4.361,229.5,2.41,0
4ac9f4,30.0,6.878,229.25,5.08,0
4ac9f4,10.0,2.268,226.84,4.57,0
4ac9f4,33.0,7.205,218.34,1.85,0
4ac9f4,20.0,4.494,224.68,0.0,0
4ac9f4,10.0,2.249,224.88,0.0,0
4ac9f4,32.0,7.25,226.55,0.0,0
4ac9f4,20.0,4.566,228.31,0.0,0
4ac9f8,30.0,6.552,218.38,4.83,0
4ac9f8,28.0,6.116,218.43,4.9,0
4ac9f8,20.0,4.527,226.37,4.19,0
4ac9f8,24.0,5.497,229.03,4.44,0
4ac9f8,30.0,7.111,237.05,4.83,0
4ac9f8,27.0,6.378,236.21,4.52,0
4ac9f8,19.0,4.449,234.13,4.41,0
4ac9f8,31.0,7.427,239.58,8.85,0
4ac9f8,10.0,2.512,251.2,14.48,0
4ac9f8,32.0,7.781,243.17,11.67,0
4ac9f8,20.0,4.75,237.51,13.72,0
4ac9f8,10.0,2.414,241.39,12.95,0
4ac9f8,32.0,7.734,241.68,5.95,0
4ac9f8,20.0,4.802,240.1,0.0,0
4ac9f9,30.0,6.643,221.43,-12.19,0
4ac9f9,28.0,6.056,216.29,-12.79,0
4ac9f9,20.0,4.375,218.73,-8.38,0
4ac9f9,24.0,5.036,209.84,-10.48,0
4ac9f9,30.0,6.259,208.64,-11.68,0
4ac9f9,27.0,5.53,204.8,-14.68,0
4ac9f9,19.0,3.959,208.36,-21.26,0
4ac9f9,31.0,6.266,202.12,-12.78,0
4ac9f9,10.0,2.03,202.98,-11.43,0
4ac9f9,32.0,6.261,195.66,-6.67,0
4ac9f9,20.0,3.69,184.49,-8.0,0
4ac9f9,10.0,1.818,181.77,-9.91,0
4ac9f9,32.0,5.663,176.98,-10.0,0
4ac9f9,20.0,3.566,178.3,-11.43,0
4bd6a8,30.0,1.142,38.08,-1.52,0
4bd6a8,27.0,1.177,43.59,0.0,0
4bd6a8,20.0,0.861,43.07,-0.38,0
4bd6a8,25.0,1.091,43.63,0.3,0
4bd6a8,22.0,1.065,48.42,0.0,0
4bd6a8,84.0,3.346,39.84,-0.18,0
4bd6a8,11.0,0.415,37.75,-1.39,0
4bd6a8,31.0,1.366,44.06,-2.95,0
4bd6a8,21.0,0.809,38.54,-2.54,0
4bd6a8,2.0,0.136,68.03,-3.81,0
4bd6a8,39.0,1.645,42.19,-2.54,0
4bd6a8,21.0,0.795,37.86,-1.45,0
044037,31.0,7.421,239.39,0.0,0
044037,27.0,6.376,236.15,0.0,0
044037,20.0,4.531,226.54,0.0,0
044037,24.0,5.935,247.31,0.0,0
044037,30.0,7.145,238.16,0.0,0
044037,27.0,6.345,235.01,0.0,0
044037,19.0,4.449,234.17,0.0,0
044037,31.0,7.35,237.1,0.0,0
044037,10.0,2.409,240.92,0.0,0
044037,32.0,6.828,213.37,0.0,0
044037,18.0,4.921,273.37,0.0,0
044037,7.0,0.0,0.0,0.0,0
044037,37.0,0.0,0.0,0.0,0
044037,17.0,14.343,843.71,0.0,0
a51f4a,30.0,2.433,81.11,-1.78,0
a51f4a,28.0,2.383,85.1,-0.82,0
a51f4a,20.0,1.675,83.75,-4.57,0
a51f4a,24.0,1.752,72.98,-3.81,0
a51f4a,30.0,2.095,69.83,-3.3,0
a51f4a,27.0,1.841,68.19,-3.67,0
a51f4a,18.0,1.225,68.03,-3.39,0
a51f4a,10.0,0.596,59.56,-3.05,0
a37c1c,30.0,7.235,241.17,0.0,0
a37c1c,28.0,6.787,242.4,0.0,0
a37c1c,20.0,4.705,235.23,0.0,0
a37c1c,24.0,5.825,242.72,0.0,0
a37c1c,30.0,7.072,235.72,0.0,0
a37c1c,27.0,6.415,237.59,0.0,0
a37c1c,19.0,4.701,247.41,0.0,0
a37c1c,31.0,7.336,236.65,0.0,0
a37c1c,10.0,2.452,245.17,0.0,0
a37c1c,32.0,7.574,236.7,0.0,0
a37c1c,20.0,4.937,246.84,0.0,0
a37c1c,10.0,2.248,224.76,0.0,0
a37c1c,32.0,7.745,242.04,0.0,0
a37c1c,20.0,4.788,239.39,0.0,0
4ac9ea,30.0,6.323,210.78,6.1,0
4ac9ea,28.0,5.851,208.97,3.54,0
4ac9ea,20.0,4.109,205.46,3.05,0
4ac9ea,24.0,5.043,210.1,-0.95,0
4ac9ea,30.0,6.361,212.05,4.06,0
4ac9ea,27.0,5.738,212.52,0.0,0
4ac9ea,19.0,4.182,220.12,2.41,0
4ac9ea,31.0,6.566,211.82,2.21,0
4ac9ea,10.0,2.189,218.87,0.0,0
4ac9ea,32.0,6.954,217.32,0.0,0
4ac9ea,20.0,4.311,215.57,0.0,0
4ac9ea,10.0,2.093,209.26,0.0,0
4ac9ea,32.0,6.956,217.37,0.0,0
4ac9ea,20.0,4.405,220.25,-0.38,0
4ac9c5,30.0,4.929,164.3,7.62,0
4ac9c5,28.0,4.684,167.28,7.89,0
4ac9c5,20.0,3.342,167.09,8.0,0
4ac9c5,24.0,4.089,170.39,7.94,0
4ac9c5,30.0,5.018,167.27,7.37,0
4ac9c5,27.0,4.564,169.03,6.49,0
4ac9c5,19.0,3.23,169.99,6.42,0
4ac9c5,31.0,5.257,169.58,5.41,0
4ac9c5,10.0,1.707,170.73,5.33,0
4ac9c5,32.0,5.689,177.77,3.57,0
4ac9c5,20.0,3.554,177.7,3.05,0
4ac9c5,10.0,1.872,187.2,0.76,0
4ac9c5,32.0,5.967,186.47,3.81,0
4ac9c5,20.0,3.696,184.82,3.81,0
4ac9c6,29.0,0.0,0.0,0.0,0
4ac9c6,24.0,0.0,0.0,0.0,0
4ac9c6,21.0,0.0,0.0,0.0,0
4ac9c6,10.0,0.0,0.0,0.0,0
4ac9c6,35.0,0.0,0.0,0.0,0
4ac9c6,40.0,0.0,0.0,0.0,0
4ac9c6,11.0,0.0,0.0,0.0,0
4ac9c6,39.0,0.0,0.0,0.0,0
4ac9c6,4.0,0.0,0.0,0.0,0
4ac9c6,37.0,0.0,0.0,0.0,0
4ac9c6,20.0,0.0,0.0,0.0,0
4ac9c6,10.0,0.0,0.0,0.0,0
4ac9c6,32.0,0.068,2.14,0.0,0
4ac9c6,21.0,0.087,4.15,0.0,0
8a074e,31.0,6.78,218.7,-0.25,0
8a074e,28.0,6.268,223.87,0.0,0
8a074e,19.0,4.531,238.46,0.4,0
8a074e,24.0,5.443,226.81,0.0,0
8a074e,30.0,6.759,225.31,0.25,0
8a074e,27.0,6.103,226.05,0.0,0
8a074e,20.0,4.338,216.92,-0.38,0
8a074e,31.0,7.152,230.71,-0.25,0
8a074e,10.0,2.307,230.71,0.76,0
8a074e,32.0,7.254,226.69,0.24,0
8a074e,20.0,4.636,231.81,0.0,0
8a074e,10.0,2.267,226.7,0.0,0
8a074e,32.0,7.3,228.14,0.0,0
8a074e,19.0,4.409,232.06,0.0,0
4bb18e,30.0,7.858,261.93,0.0,0
4bb18e,28.0,7.267,259.53,-0.27,0
4bb18e,20.0,5.163,258.15,0.38,0
4bb18e,24.0,6.324,263.48,0.0,0
4bb18e,30.0,7.662,255.39,0.0,0
4bb18e,27.0,6.916,256.14,0.0,0
4bb18e,19.0,4.89,257.37,-0.4,0
4bb18e,31.0,7.831,252.62,0.25,0
4bb18e,10.0,2.584,258.36,-0.76,0
4bb18e,32.0,8.134,254.17,0.24,0
4bb18e,20.0,5.14,256.98,-0.38,0
4bb18e,10.0,2.521,252.09,0.76,0
4bb18e,32.0,8.09,252.8,-0.24,0
4bb18e,20.0,5.103,255.17,-3.81,0
4bb18a,31.0,5.903,190.42,3.69,0
4bb18a,28.0,5.977,213.48,7.08,0
4bb18a,20.0,4.134,206.69,7.62,0
4bb18a,24.0,5.185,216.03,7.62,0
4bb18a,30.0,6.578,219.27,8.13,0
4bb18a,27.0,6.016,222.83,9.31,0
4bb18a,19.0,4.35,228.96,8.42,0
4bb18a,31.0,6.941,223.9,8.85,0
4bb18a,10.0,2.263,226.26,7.62,0
4bb18a,31.0,7.305,235.66,8.85,0
4bb18a,21.0,4.788,227.98,8.35,0
4bb18a,10.0,2.347,234.72,8.38,0
4bb18a,32.0,7.526,235.2,8.33,0
4bb18a,20.0,4.703,235.14,9.14,0
4bb18b,30.0,7.336,244.55,-0.25,0
4bb18b,28.0,6.716,239.85,0.0,0
4bb18b,20.0,4.816,240.81,0.0,0
4bb18b,24.0,5.871,244.64,0.32,0
4bb18b,30.0,7.306,243.52,-0.25,0
4bb18b,27.0,6.522,241.57,0.28,0
4bb18b,19.0,4.575,240.8,0.0,0
4bb18b,31.0,7.587,244.73,-0.25,0
4bb18b,10.0,2.517,251.67,0.76,0
4bb18b,32.0,7.769,242.78,-0.24,0
4bb18b,20.0,4.873,243.63,0.0,0
4bb18b,10.0,2.366,236.64,0.0,0
4bb18b,32.0,7.801,243.77,0.24,0
4bb18b,20.0,4.862,243.08,0.0,0
a466fc,36.0,0.0,0.0,0.0,0
a466fc,24.0,0.0,0.0,0.0,0
a466fc,16.0,0.0,0.0,0.0,0
a466fc,19.0,0.0,0.0,0.0,0
a466fc,39.0,0.085,2.19,0.0,0
a466fc,12.0,0.043,3.56,0.0,0
ae681e,30.0,6.504,216.81,-0.25,0
ae681e,28.0,6.015,214.82,0.54,0
ae681e,20.0,4.393,219.63,-0.38,0
ae681e,24.0,5.147,214.45,-0.32,0
ae681e,30.0,6.639,221.31,0.51,0
ae681e,27.0,5.702,211.18,-0.28,0
ae681e,19.0,4.152,218.51,-0.4,0
ae681e,31.0,6.53,210.66,0.74,0
ae681e,10.0,2.149,214.9,-2.29,0
ae681e,32.0,6.698,209.32,-2.86,0
ae681e,20.0,3.944,197.18,-5.33,0
ae681e,10.0,1.933,193.3,-3.05,0
ae681e,31.0,5.849,188.67,-1.23,0
ae681e,21.0,3.887,185.11,0.36,0
ad4835,30.0,1.18,39.33,-0.25,0
ad4835,28.0,1.116,39.84,-0.27,0
ad4835,20.0,0.776,38.81,0.0,0
ad4835,24.0,0.964,40.17,0.0,0
ad4835,30.0,1.222,40.74,0.0,0
ad4835,28.0,1.094,39.07,-0.27,0
ad4835,18.0,0.735,40.85,-0.42,0
ad4835,32.0,1.265,39.52,-0.24,0
ad4835,9.0,0.398,44.17,0.0,0
ad4835,32.0,1.228,38.38,0.0,0
ad4835,20.0,0.763,38.15,0.38,0
ad4835,10.0,0.38,37.95,0.0,0
ad4835,33.0,0.836,25.33,0.23,0
ad4835,19.0,0.61,32.11,0.4,0
ac2859,30.0,7.278,242.6,-0.25,0
ac2859,28.0,6.717,239.91,0.0,0
ac2859,19.0,4.797,252.46,0.0,0
ac2859,24.0,5.705,237.71,0.0,0
ac2859,31.0,7.264,234.34,0.0,0
ac2859,27.0,6.37,235.94,0.0,0
ac2859,18.0,4.744,263.53,-5.93,0
ac2859,31.0,7.563,243.97,-14.26,0
ac2859,10.0,2.457,245.69,-17.53,0
ac2859,32.0,7.858,245.56,-17.62,0
ac2859,21.0,4.906,233.63,-13.06,0
ac2859,10.0,2.366,236.6,-12.95,0
ac2859,31.0,7.618,245.75,-13.77,0
ac2859,20.0,4.674,233.69,-12.95,0
a0c0ea,30.0,5.859,195.3,-10.67,0
a0c0ea,27.0,5.278,195.48,-8.18,0
a0c0ea,21.0,4.022,191.53,-6.17,0
a0c0ea,24.0,4.334,180.58,-6.03,0
a0c0ea,30.0,5.823,194.11,-5.59,0
a0c0ea,27.0,4.962,183.76,-3.67,0
a0c0ea,19.0,3.526,185.59,-10.03,0
a0c0ea,31.0,5.586,180.2,-6.15,0
a0c0ea,8.0,1.265,158.15,-4.76,0
a0c0ea,32.0,5.18,161.87,-5.24,0
a0c0ea,21.0,3.775,179.75,-3.99,0
a0c0ea,11.0,1.646,149.66,-3.46,0
a0c0ea,30.0,4.617,153.91,-5.33,0
a0c0ea,19.0,2.872,151.18,-6.42,0
781ce4,29.0,5.062,174.56,0.0,0
781ce4,29.0,4.942,170.42,1.84,0
781ce4,20.0,3.443,172.14,11.05,0
781ce4,24.0,4.191,174.61,11.43,0
781ce4,30.0,5.245,174.83,11.94,0
781ce4,27.0,4.783,177.16,8.75,0
781ce4,19.0,3.406,179.25,12.43,0
781ce4,31.0,5.611,181.01,12.04,0
781ce4,10.0,1.693,169.28,10.67,0
781ce4,32.0,5.829,182.15,7.86,0
781ce4,20.0,3.661,183.04,7.24,0
781ce4,10.0,1.837,183.69,6.1,0
781ce4,32.0,6.024,188.26,6.43,0
781ce4,20.0,3.772,188.61,6.86,0
ab4eeb,31.0,3.986,128.57,5.16,0
ab4eeb,28.0,4.143,147.95,12.52,0
ab4eeb,20.0,2.972,148.62,14.1,0
ab4eeb,24.0,3.525,146.86,12.38,0
ab4eeb,30.0,4.546,151.55,8.89,0
ab4eeb,27.0,4.514,167.17,5.93,0
ab4eeb,19.0,3.344,176.0,5.21,0
ab4eeb,31.0,5.792,186.83,10.32,0
ab4eeb,10.0,1.85,185.01,10.67,0
ab4eeb,32.0,6.167,192.73,9.29,0
ab4eeb,20.0,3.924,196.2,11.43,0
ab4eeb,10.0,1.896,189.58,9.91,0
ab4eeb,32.0,6.454,201.7,13.34,0
ab4eeb,20.0,3.891,194.57,12.57,0
47c0d9,30.0,0.0,0.0,0.0,0
47c0d9,31.0,0.0,0.0,0.0,0
47c0d9,19.0,0.0,0.0,0.0,0
47c0d9,21.0,0.0,0.0,0.0,0
47c0d9,31.0,0.0,0.0,0.0,0
47c0d9,30.0,0.0,0.0,0.0,0
47c0d9,16.0,0.0,0.0,0.0,0
47c0d9,33.0,0.0,0.0,0.0,0
47c0d9,11.0,0.0,0.0,0.0,0
47c0d9,31.0,0.0,0.0,0.0,0
47c0d9,21.0,0.0,0.0,0.0,0
47c0d9,8.0,0.0,0.0,0.0,0
47c0d9,30.0,0.0,0.0,0.0,0
47c0d9,20.0,0.0,0.0,0.0,0
a51f0f,30.0,6.958,231.92,0.0,0
a51f0f,28.0,6.446,230.2,0.0,0
a51f0f,20.0,4.587,229.33,0.0,0
a51f0f,24.0,5.653,235.55,0.0,0
a51f0f,30.0,6.986,232.88,0.0,0
a51f0f,27.0,6.253,231.6,0.0,0
a51f0f,19.0,4.461,234.79,0.0,0
a51f0f,31.0,7.325,236.29,0.0,0
a51f0f,10.0,2.382,238.21,0.0,0
a51f0f,32.0,7.503,234.48,0.0,0
a51f0f,20.0,4.707,235.33,0.0,0
a51f0f,10.0,2.279,227.86,0.0,0
a51f0f,32.0,7.54,235.61,0.0,0
a51f0f,20.0,4.7,234.98,0.0,0
ad8ed4,30.0,7.607,253.55,0.0,0
ad8ed4,28.0,6.687,238.81,0.0,0
ad8ed4,20.0,4.759,237.97,0.0,0
ad8ed4,24.0,5.772,240.52,0.0,0
ad8ed4,26.0,5.622,216.21,0.0,0
ad8ed4,162.0,0.0,0.0,0.0,0
4ac9ee,30.0,6.794,226.48,0.25,0
4ac9ee,28.0,6.421,229.32,0.0,0
4ac9ee,20.0,4.646,232.31,0.0,0
4ac9ee,24.0,5.516,229.82,0.32,0
4ac9ee,30.0,6.987,232.91,0.0,0
4ac9ee,27.0,6.139,227.37,0.0,0
4ac9ee,19.0,4.395,231.32,0.0,0
4ac9ee,31.0,7.165,231.14,-0.25,0
4ac9ee,10.0,2.418,241.75,0.76,0
4ac9ee,32.0,7.306,228.31,-0.24,0
4ac9ee,20.0,4.703,235.14,0.0,0
4ac9ee,10.0,2.267,226.7,0.76,0
4ac9ee,32.0,7.326,228.93,0.0,0
4ac9ee,20.0,4.686,234.3,-0.38,0
34538d,30.0,5.685,189.49,-0.51,0
34538d,28.0,5.027,179.53,-2.99,0
34538d,20.0,3.301,165.07,-4.19,0
34538d,24.0,4.523,188.46,-4.45,0
34538d,30.0,5.685,189.48,-7.37,0
34538d,27.0,5.004,185.33,-4.52,0
34538d,19.0,3.65,192.1,-2.81,0
34538d,31.0,5.833,188.17,-6.88,0
34538d,10.0,1.892,189.22,-9.14,0
34538d,32.0,5.845,182.66,-9.29,0
34538d,20.0,3.515,175.77,-11.43,0
34538d,10.0,1.814,181.39,-10.67,0
34538d,32.0,5.608,175.26,-5.24,0
34538d,20.0,3.281,164.03,-3.81,0
a9a750,30.0,7.847,261.58,0.0,0
a9a750,28.0,7.329,261.75,0.0,0
a9a750,19.0,5.136,270.32,0.0,0
a9a750,25.0,6.268,250.72,0.0,0
a9a750,30.0,8.019,267.3,0.0,0
a9a750,27.0,7.057,261.37,0.0,0
a9a750,19.0,4.952,260.62,0.0,0
a9a750,31.0,8.243,265.91,0.0,0
a9a750,10.0,2.633,263.27,0.0,0
a9a750,31.0,8.393,270.75,0.0,0
a9a750,21.0,5.366,255.53,0.0,0
a9a750,10.0,2.614,261.39,0.0,0
a9a750,32.0,8.508,265.88,0.0,0
a9a750,20.0,5.171,258.55,0.0,0
345398,30.0,6.597,219.89,0.0,0
345398,28.0,6.093,217.62,0.0,0
345398,20.0,4.406,220.29,-0.38,0
345398,24.0,5.232,217.98,0.0,0
345398,30.0,6.475,215.83,0.0,0
345398,27.0,5.903,218.61,0.0,0
345398,19.0,4.137,217.73,0.0,0
345398,31.0,6.777,218.6,0.25,0
345398,10.0,2.203,220.27,0.0,0
345398,32.0,6.921,216.29,0.0,0
345398,20.0,4.36,218.02,0.38,0
345398,10.0,2.247,224.69,0.0,0
345398,32.0,6.866,214.55,-0.24,0
345398,20.0,4.406,220.31,0.0,0
7395c0,30.0,2.157,71.91,0.25,0
7395c0,28.0,2.056,73.42,-0.27,0
7395c0,20.0,1.46,73.02,0.38,0
7395c0,24.0,1.774,73.92,-0.32,0
7395c0,30.0,2.228,74.28,0.0,0
7395c0,27.0,1.953,72.33,0.0,0
7395c0,19.0,1.396,73.48,-1.6,0
7395c0,31.0,2.213,71.39,-3.2,0
7395c0,10.0,0.633,63.34,-3.05,0
7395c0,32.0,1.239,38.71,-1.43,0
7395c0,20.0,0.518,25.91,-3.43,0
7395c0,7.0,0.097,13.82,-3.27,0
8007cd,30.0,6.816,227.21,7.11,0
8007cd,27.0,6.406,237.26,7.06,0
8007cd,21.0,4.752,226.27,6.17,0
8007cd,24.0,5.473,228.03,5.71,0
8007cd,30.0,7.213,240.45,7.37,0
8007cd,27.0,6.279,232.54,7.06,0
8007cd,19.0,4.425,232.89,4.41,0
8007cd,31.0,7.3,235.49,6.88,0
8007cd,10.0,2.489,248.88,6.86,0
8007cd,32.0,7.661,239.42,6.19,0
8007cd,20.0,4.503,225.14,8.38,0
8007cd,10.0,2.379,237.94,7.62,0
8007cd,32.0,7.627,238.34,7.62,0
8007cd,20.0,4.581,229.06,6.1,0
abe212,29.0,2.739,94.46,4.73,0
abe212,29.0,2.702,93.16,8.93,0
abe212,20.0,2.097,104.87,3.81,0
abe212,24.0,2.84,118.35,6.67,0
abe212,30.0,3.967,132.22,7.11,0
abe212,27.0,3.804,140.88,12.14,0
abe212,19.0,2.752,144.87,10.43,0
abe212,31.0,4.503,145.27,14.5,0
abe212,10.0,1.479,147.88,12.19,0
abe212,32.0,4.884,152.64,13.33,0
abe212,20.0,3.235,161.76,13.72,0
abe212,10.0,1.595,159.52,13.72,0
abe212,32.0,5.321,166.29,11.91,0
abe212,20.0,3.438,171.9,7.62,0
a466d2,31.0,6.529,210.6,-13.52,0
a466d2,28.0,5.875,209.81,-13.06,0
a466d2,20.0,4.183,209.13,-12.95,0
a466d2,24.0,4.848,201.98,-12.07,0
a466d2,29.0,6.085,209.81,-12.61,0
a466d2,28.0,5.381,192.17,-11.7,0
a466d2,18.0,3.722,206.8,-12.7,0
a466d2,32.0,6.056,189.25,-10.72,0
a466d2,10.0,1.933,193.27,-6.86,0
a466d2,32.0,5.871,183.46,-4.52,0
a466d2,19.0,3.436,180.84,-6.42,0
a466d2,10.0,1.736,173.56,-9.14,0
a466d2,33.0,5.516,167.16,-9.24,0
a466d2,20.0,3.348,167.4,-9.14,0
a8bc34,30.0,7.211,240.37,-9.65,0
a8bc34,28.0,6.518,232.78,-8.44,0
a8bc34,20.0,4.585,229.26,-8.0,0
a8bc34,24.0,5.557,231.55,-8.57,0
a8bc34,30.0,6.762,225.41,-8.13,0
a8bc34,27.0,6.16,228.15,-8.18,0
a8bc34,19.0,4.183,220.18,-8.02,0
a8bc34,31.0,6.791,219.06,-7.87,0
a8bc34,10.0,2.136,213.64,-7.62,0
a8bc34,32.0,6.871,214.72,-7.86,0
a8bc34,20.0,4.213,210.67,-7.62,0
a8bc34,10.0,2.18,218.03,-7.62,0
a8bc34,32.0,6.655,207.97,-7.62,0
a8bc34,20.0,3.955,197.77,-7.24,0
4783f0,30.0,2.367,78.89,0.0,0
4783f0,28.0,2.282,81.5,0.0,0
4783f0,20.0,1.637,81.83,0.0,0
4783f0,24.0,1.952,81.34,0.0,0
4783f0,30.0,2.482,82.72,0.0,0
4783f0,27.0,2.194,81.26,0.0,0
4783f0,19.0,1.543,81.19,0.0,0
4783f0,31.0,2.593,83.63,0.0,0
4783f0,10.0,0.79,78.97,0.0,0
4783f0,32.0,2.558,79.95,0.0,0
4783f0,20.0,1.577,78.84,0.0,0
4783f0,10.0,0.844,84.44,0.0,0
4783f0,32.0,2.513,78.54,0.0,0
4783f0,20.0,1.635,81.77,0.0,0
896496,20.0,0.0,0.0,0.0,0
896496,40.0,0.0,0.0,0.0,0
896496,20.0,0.0,0.0,0.0,0
896496,5.0,0.0,0.0,0.0,0
896496,46.0,0.0,0.0,0.0,0
896496,25.0,0.0,0.0,0.0,0
896496,39.0,0.0,0.0,0.0,0
896496,20.0,0.0,0.0,0.0,0
896496,30.0,0.0,0.0,0.0,0
896496,15.0,0.0,0.0,0.0,0
896496,55.0,0.0,0.0,0.0,0
896496,20.0,0.0,0.0,0.0,0
4d02c6,35.0,0.0,0.0,0.0,0
4d02c6,35.0,0.0,0.0,0.0,0
4d02c6,13.0,0.0,0.0,0.0,0
4d02c6,10.0,0.0,0.0,0.0,0
344157,30.0,0.151,5.02,0.0,0
344157,28.0,0.149,5.33,0.0,0
344157,20.0,0.143,7.17,0.0,0
344157,24.0,0.151,6.28,0.0,0
344157,30.0,0.141,4.71,0.0,0
344157,27.0,0.172,6.35,0.0,0
344157,19.0,0.089,4.68,0.0,0
344157,31.0,0.1,3.24,0.0,0
344157,10.0,0.036,3.64,0.0,0
344157,31.0,0.356,11.48,0.0,0
344157,21.0,1.143,54.43,0.0,0
344157,10.0,0.904,90.43,7.62,0
344157,32.0,2.429,75.92,14.29,0
344157,20.0,1.531,76.55,10.67,0
ac00b1,31.0,0.0,0.0,0.0,0
ac00b1,24.0,0.0,0.0,0.0,0
ac00b1,20.0,0.0,0.0,0.0,0
ac00b1,26.0,0.0,0.0,0.0,0
ac00b1,29.0,0.0,0.0,0.0,0
ac00b1,25.0,0.0,0.0,0.0,0
ac00b1,20.0,0.0,0.0,0.0,0
ac00b1,30.0,0.0,0.0,0.0,0
ac00b1,10.0,0.0,0.0,0.0,0
ac00b1,36.0,0.0,0.0,0.0,0
ac00b1,20.0,0.0,0.0,0.0,0
ac00b1,10.0,0.0,0.0,0.0,0
ac00b1,30.0,0.0,0.0,0.0,0
ac00b1,19.0,0.0,0.0,0.0,0
344156,30.0,6.301,210.02,0.25,0
344156,28.0,5.792,206.86,0.0,0
344156,20.0,4.097,204.83,0.0,0
344156,24.0,4.969,207.06,0.0,0
344156,30.0,6.258,208.61,0.0,0
344156,27.0,5.573,206.4,0.0,0
344156,18.0,3.786,210.34,0.0,0
344156,32.0,6.498,203.06,-4.29,0
344156,10.0,1.986,198.56,-4.57,0
344156,32.0,6.413,200.4,-4.52,0
344156,20.0,4.071,203.54,-5.33,0
344156,10.0,2.045,204.49,-4.57,0
344156,32.0,6.384,199.51,-5.0,0
344156,20.0,4.172,208.61,-4.95,0
ac13f9,30.0,7.404,246.81,0.0,0
ac13f9,28.0,6.271,223.98,0.0,0
ac13f9,20.0,5.43,271.48,0.0,0
ac13f9,24.0,5.965,248.53,0.0,0
ac13f9,30.0,7.498,249.94,0.0,0
ac13f9,26.0,6.555,252.12,0.0,0
ac13f9,20.0,4.87,243.48,0.0,0
ac13f9,30.0,7.455,248.49,0.0,0
ac13f9,11.0,2.63,239.11,0.0,0
ac13f9,32.0,7.889,246.53,0.0,0
ac13f9,20.0,4.998,249.91,0.0,0
ac13f9,9.0,2.413,268.11,0.0,0
ac13f9,33.0,8.037,243.55,0.0,0
ac13f9,20.0,4.854,242.68,0.0,0
3e0fed,30.0,0.734,24.47,-2.79,0
3e0fed,25.0,0.144,5.76,-1.83,0
7c62cc,324.0,0.056,0.17,0.0,0
7c62cc,26.0,0.011,0.43,0.0,0
7c62cc,11.0,0.0,0.0,0.0,0
7c62cc,25.0,0.009,0.37,0.0,0
7c62cc,110.0,0.0,0.0,0.0,0
896475,25.0,7.165,286.61,8.23,0
896475,240.0,56.766,236.53,4.89,0
896475,44.0,0.0,0.0,0.0,0
4ab5ec,41.0,3.021,73.68,4.46,0
4ab5ec,1.0,0.102,101.69,0.0,0
4ab5ec,47.0,3.651,77.67,3.89,0
4ab5ec,15.0,1.093,72.84,3.56,0
4ab5ec,39.0,3.066,78.63,4.1,0
4ab5ec,27.0,2.152,79.71,4.23,0
4ab5ec,19.0,1.488,78.33,4.01,0
4ab5ec,31.0,2.456,79.23,3.2,0
4ab5ec,10.0,0.834,83.43,3.05,0
4ab5ec,32.0,2.716,84.88,3.81,0
4ab5ec,17.0,1.126,66.26,2.69,0
4ab5ec,13.0,1.398,107.58,4.1,0
4ab5ec,31.0,2.446,78.91,3.93,0
4ab5ec,20.0,1.87,93.5,3.81,0
a440c0,30.0,6.6,219.99,0.0,0
a440c0,28.0,6.19,221.09,0.27,0
a440c0,20.0,4.417,220.85,-0.38,0
a440c0,25.0,5.337,213.49,0.0,0
a440c0,30.0,6.622,220.75,0.25,0
a440c0,26.0,5.985,230.18,-0.29,0
a440c0,19.0,4.12,216.83,0.0,0
a440c0,31.0,6.918,223.15,0.0,0
a440c0,10.0,2.269,226.94,0.0,0
a440c0,33.0,7.1,215.16,0.0,0
a440c0,19.0,4.452,234.31,0.0,0
a440c0,11.0,2.19,199.09,0.0,0
a440c0,31.0,7.246,233.74,0.25,0
a440c0,21.0,4.492,213.91,0.0,0
abf3da,30.0,6.484,216.14,0.76,0
abf3da,28.0,6.125,218.77,0.0,0
abf3da,20.0,4.236,211.81,0.0,0
abf3da,24.0,5.218,217.43,0.0,0
abf3da,30.0,6.391,213.02,0.0,0
abf3da,27.0,5.874,217.57,0.0,0
abf3da,19.0,4.001,210.58,0.0,0
abf3da,31.0,6.614,213.37,0.0,0
abf3da,10.0,2.163,216.28,0.0,0
abf3da,32.0,6.78,211.88,0.0,0
abf3da,20.0,4.312,215.58,0.0,0
abf3da,10.0,2.119,211.87,0.0,0
abf3da,32.0,6.863,214.47,0.0,0
abf3da,20.0,4.252,212.61,0.0,0
896488,31.0,7.885,254.36,0.25,0
896488,28.0,7.143,255.11,-0.27,0
896488,19.0,5.253,276.46,0.4,0
896488,24.0,6.419,267.47,0.0,0
896488,30.0,7.728,257.59,0.0,0
896488,27.0,6.768,250.67,-0.28,0
896488,19.0,5.413,284.92,0.4,0
896488,32.0,8.045,251.41,0.0,0
896488,9.0,2.35,261.15,0.0,0
896488,16.0,3.501,218.8,0.0,0
896488,29.0,0.0,0.0,0.0,0
896488,12.0,0.0,0.0,0.0,0
896488,36.0,14.964,415.68,0.0,0
896488,18.0,9.55,530.54,0.0,0
484f73,30.0,7.875,262.49,-10.92,0
484f73,28.0,7.041,251.46,-11.7,0
484f73,20.0,4.939,246.93,-10.67,0
484f73,24.0,5.739,239.12,-10.48,0
484f73,30.0,7.152,238.4,-10.67,0
484f73,27.0,6.178,228.8,-10.16,0
