icao24,dt_s,dist_km,speed_ms,climb_ms,is_fake
39de4a,31.0,7.645,246.62,0.0,0
39de4a,28.0,7.117,254.19,0.0,0
39de4a,19.0,5.034,264.96,0.4,0
39de4a,25.0,5.999,239.95,-0.3,0
39de4a,30.0,7.698,256.6,0.25,0
39de4a,27.0,6.621,245.21,-0.28,0
39de4a,18.0,4.77,265.0,0.0,0
39de4a,31.0,7.597,245.08,0.0,0
39de4a,10.0,2.437,243.74,0.76,0
39de4a,32.0,7.944,248.24,0.24,0
39de4a,20.0,4.901,245.03,-0.38,0
39de4a,11.0,2.527,229.69,0.0,0
39de4a,32.0,7.773,242.9,0.0,0
39de4a,20.0,4.849,242.45,0.0,0
39de57,30.0,5.309,176.97,4.06,0
39de57,28.0,5.203,185.82,3.27,0
39de57,20.0,3.853,192.67,8.38,0
39de57,24.0,4.693,195.54,9.21,0
39de57,30.0,5.781,192.71,6.6,0
39de57,27.0,5.313,196.77,9.31,0
39de57,19.0,3.675,193.4,7.62,0
39de57,31.0,6.208,200.24,6.39,0
39de57,10.0,2.0,200.0,3.05,0
39de57,32.0,6.462,201.94,6.67,0
39de57,20.0,3.946,197.32,5.71,0
39de57,9.0,2.011,223.46,5.08,0
39de57,33.0,6.552,198.53,3.69,0
39de57,20.0,4.139,206.95,3.43,0
39de59,30.0,3.837,127.91,-6.86,0
39de59,28.0,3.535,126.25,-6.53,0
39de59,20.0,2.482,124.1,-3.43,0
39de59,24.0,2.758,114.9,-4.13,0
39de59,30.0,3.163,105.43,-4.06,0
39de59,27.0,2.802,103.78,-3.67,0
39de59,19.0,1.788,94.09,-4.81,0
39de59,31.0,2.807,90.56,-4.18,0
39de59,10.0,0.846,84.61,-4.57,0
39de59,32.0,2.726,85.18,-5.24,0
39de59,20.0,1.673,83.63,-4.57,0
39de59,10.0,0.789,78.87,-4.57,0
39de59,32.0,2.618,81.82,-4.76,0
39de59,20.0,1.62,80.99,-4.19,0
801640,32.0,39.823,1244.48,-0.24,0
801640,28.0,6.606,235.92,0.0,0
801640,20.0,4.776,238.82,0.0,0
801640,24.0,5.181,215.86,0.0,0
801640,30.0,7.413,247.11,0.25,0
801640,27.0,6.185,229.07,0.0,0
801640,19.0,4.471,235.3,0.4,0
801640,31.0,7.329,236.43,0.0,0
801640,10.0,2.26,225.96,0.0,0
801640,33.0,7.747,234.77,0.0,0
801640,19.0,4.605,242.36,0.0,0
801640,10.0,2.391,239.14,0.0,0
801640,33.0,7.36,223.04,-0.23,0
801640,19.0,4.673,245.96,-0.4,0
39de58,30.0,6.903,230.11,3.05,0
39de58,28.0,6.722,240.07,4.08,0
39de58,20.0,4.616,230.78,5.71,0
39de58,24.0,5.585,232.72,5.4,0
39de58,30.0,6.937,231.25,1.52,0
39de58,27.0,6.269,232.2,4.52,0
39de58,19.0,4.463,234.91,3.61,0
39de58,31.0,7.167,231.21,2.7,0
39de58,10.0,2.332,233.24,3.81,0
39de58,32.0,7.553,236.03,0.71,0
39de58,20.0,4.716,235.82,0.0,0
39de58,10.0,2.378,237.77,0.0,0
39de58,32.0,7.477,233.66,0.0,0
39de58,20.0,4.822,241.1,0.0,0
39de51,30.0,6.261,208.69,0.0,0
39de51,28.0,5.801,207.17,0.0,0
39de51,20.0,4.16,208.0,0.38,0
39de51,24.0,5.016,208.99,0.32,0
39de51,30.0,6.286,209.53,0.0,0
39de51,27.0,5.602,207.48,-0.28,0
39de51,19.0,3.949,207.82,0.0,0
39de51,31.0,6.369,205.45,0.0,0
39de51,10.0,2.06,205.97,0.0,0
39de51,32.0,6.43,200.94,-0.24,0
39de51,20.0,4.096,204.78,-0.38,0
39de51,10.0,2.096,209.57,0.0,0
39de51,32.0,6.489,202.79,-0.24,0
39de51,20.0,4.032,201.62,0.0,0
39de50,30.0,7.575,252.51,7.62,0
39de50,28.0,6.744,240.84,7.35,0
39de50,20.0,5.089,254.45,8.38,0
39de50,24.0,6.369,265.38,6.67,0
39de50,30.0,7.734,257.81,7.87,0
39de50,27.0,6.778,251.02,4.52,0
39de50,19.0,4.731,249.01,6.02,0
39de50,31.0,7.74,249.68,8.11,0
39de50,10.0,2.592,259.21,9.14,0
39de50,32.0,7.718,241.18,2.14,0
39de50,20.0,4.854,242.68,0.0,0
39de50,10.0,2.51,250.98,0.0,0
39de50,32.0,7.767,242.71,0.0,0
39de50,20.0,4.887,244.35,0.0,0
39de53,30.0,6.079,202.63,0.0,0
39de53,28.0,5.766,205.92,0.0,0
39de53,20.0,4.136,206.81,0.38,0
39de53,24.0,4.863,202.63,0.0,0
39de53,30.0,6.106,203.53,0.0,0
39de53,27.0,5.61,207.77,0.0,0
39de53,19.0,3.843,202.25,-0.4,0
39de53,31.0,6.459,208.34,0.0,0
39de53,10.0,2.043,204.28,0.76,0
39de53,32.0,6.723,210.1,0.0,0
39de53,20.0,4.174,208.7,0.0,0
39de53,10.0,2.081,208.15,0.0,0
39de53,32.0,6.828,213.38,0.24,0
39de53,20.0,4.15,207.5,0.38,0
39de55,30.0,6.17,205.68,-0.25,0
39de55,28.0,5.794,206.94,0.0,0
39de55,19.0,4.092,215.34,0.0,0
39de55,25.0,4.958,198.32,-0.3,0
39de55,30.0,6.18,206.0,0.0,0
39de55,27.0,5.579,206.63,0.0,0
39de55,19.0,4.042,212.76,0.4,0
39de55,31.0,6.43,207.41,0.25,0
39de55,9.0,2.148,238.69,0.0,0
39de55,33.0,6.831,206.99,0.0,0
39de55,20.0,4.261,213.04,0.38,0
39de55,10.0,2.122,212.24,0.0,0
39de55,32.0,6.939,216.84,0.0,0
39de55,20.0,4.299,214.96,0.38,0
39de54,30.0,7.441,248.05,-0.25,0
39de54,28.0,6.793,242.62,-0.27,0
39de54,20.0,4.907,245.33,0.38,0
39de54,24.0,5.878,244.92,0.0,0
39de54,30.0,7.326,244.2,0.0,0
39de54,27.0,6.638,245.84,0.0,0
39de54,19.0,4.567,240.39,0.0,0
39de54,31.0,7.549,243.53,0.0,0
39de54,10.0,2.441,244.1,0.0,0
39de54,32.0,7.823,244.45,-0.24,0
39de54,20.0,4.922,246.09,0.0,0
39de54,10.0,2.416,241.56,0.0,0
39de54,32.0,7.86,245.63,0.0,0
39de54,20.0,4.88,243.99,0.38,0
80163d,103.0,23.295,226.16,0.0,0
80163d,38.0,9.63,253.43,0.0,0
80163d,27.0,6.223,230.49,0.0,0
80163d,19.0,4.623,243.29,0.0,0
80163d,31.0,7.088,228.66,0.0,0
80163d,10.0,2.412,241.23,0.0,0
80163d,32.0,7.55,235.94,0.0,0
80163d,20.0,4.505,225.23,0.0,0
80163d,10.0,2.428,242.75,0.0,0
80163d,32.0,7.46,233.14,0.0,0
80163d,20.0,4.784,239.2,0.0,0
a09294,30.0,1.334,44.48,3.05,0
a09294,28.0,1.366,48.78,3.27,0
a09294,20.0,1.004,50.2,1.52,0
a09294,24.0,1.347,56.15,2.54,0
a09294,30.0,1.855,61.82,0.0,0
a09294,27.0,1.712,63.4,1.13,0
a09294,19.0,1.198,63.04,0.0,0
a09294,31.0,2.028,65.42,0.0,0
a09294,10.0,0.646,64.57,0.0,0
a09294,32.0,2.163,67.61,0.0,0
a09294,20.0,1.296,64.81,0.0,0
a09294,10.0,0.832,83.16,0.0,0
a09294,32.0,2.28,71.24,-0.95,0
a09294,20.0,1.407,70.37,0.0,0
801649,30.0,4.175,139.16,-6.6,0
801649,28.0,3.947,140.96,-1.09,0
801649,20.0,2.797,139.87,0.38,0
801649,24.0,3.391,141.31,0.0,0
801649,30.0,3.833,127.77,0.0,0
801649,27.0,3.28,121.5,-3.1,0
801649,19.0,2.294,120.74,-5.61,0
801649,31.0,3.635,117.25,-6.88,0
801649,9.0,1.111,123.45,-5.08,0
801649,33.0,3.87,117.26,-5.54,0
801649,20.0,2.396,119.79,-6.1,0
801649,9.0,1.133,125.91,-7.62,0
801649,33.0,3.888,117.83,-5.54,0
801649,20.0,2.392,119.62,-5.72,0
80163f,130.0,0.261,2.01,0.0,0
00b22b,30.0,7.132,237.72,9.65,0
00b22b,28.0,6.451,230.39,8.44,0
00b22b,20.0,4.757,237.87,7.62,0
00b22b,24.0,5.72,238.32,8.25,0
00b22b,30.0,7.26,242.0,7.87,0
00b22b,27.0,6.413,237.53,7.62,0
00b22b,19.0,4.597,241.97,7.62,0
00b22b,31.0,7.743,249.77,6.39,0
00b22b,10.0,2.467,246.71,6.1,0
00b22b,32.0,8.016,250.49,5.72,0
00b22b,20.0,4.921,246.03,7.62,0
00b22b,10.0,2.691,269.08,6.86,0
00b22b,31.0,7.938,256.06,6.15,0
00b22b,21.0,5.355,255.01,5.81,0
acdfa3,30.0,3.046,101.52,-7.11,0
acdfa3,28.0,2.679,95.67,-6.26,0
acdfa3,20.0,1.73,86.48,-4.95,0
acdfa3,24.0,1.853,77.2,-4.45,0
acdfa3,30.0,2.192,73.06,-4.57,0
acdfa3,10.0,0.682,68.15,-4.57,0
a5954e,31.0,4.772,153.95,-1.47,0
a5954e,28.0,3.923,140.1,0.27,0
a5954e,20.0,2.733,136.63,0.0,0
a5954e,24.0,3.223,134.31,0.0,0
a5954e,30.0,3.984,132.79,0.0,0
a5954e,27.0,3.602,133.39,0.0,0
a5954e,19.0,2.598,136.75,-3.21,0
a5954e,31.0,4.118,132.84,-7.13,0
a5954e,10.0,1.321,132.06,-7.62,0
a5954e,32.0,4.319,134.98,-5.95,0
a5954e,20.0,2.673,133.66,-6.48,0
a5954e,10.0,1.311,131.06,-6.1,0
a5954e,32.0,4.057,126.77,-5.24,0
a5954e,20.0,2.499,124.93,-1.91,0
ae1fbb,31.0,1.584,51.1,0.0,0
ae1fbb,29.0,1.449,49.96,0.0,0
ae1fbb,21.0,0.994,47.35,0.0,0
ae1fbb,23.0,1.22,53.06,0.0,0
ae1fbb,31.0,1.58,50.98,0.0,0
ae1fbb,27.0,1.358,50.29,0.0,0
ae1fbb,15.0,0.864,57.63,0.0,0
ae1fbb,34.0,1.848,54.36,0.0,0
ae1fbb,9.0,0.48,53.31,0.0,0
ae1fbb,32.0,1.709,53.4,0.0,0
ae1fbb,22.0,1.163,52.84,0.0,0
ae1fbb,9.0,0.469,52.08,0.0,0
ae1fbb,33.0,1.757,53.24,0.0,0
ae1fbb,19.0,1.02,53.68,0.0,0
851914,29.0,1.828,63.03,-3.68,0
851914,5.0,0.0,0.0,0.0,0
ad5621,30.0,1.976,65.87,0.0,0
ad5621,28.0,1.876,67.01,0.27,0
ad5621,20.0,1.314,65.68,-0.38,0
ad5621,24.0,1.58,65.82,0.0,0
ad5621,30.0,1.916,63.85,1.27,0
ad5621,27.0,1.764,65.34,0.28,0
ad5621,19.0,1.275,67.12,0.0,0
ad5621,31.0,2.127,68.61,0.0,0
ad5621,10.0,0.647,64.7,0.0,0
ad5621,32.0,2.102,65.69,0.0,0
ad5621,20.0,1.269,63.46,0.0,0
ad5621,10.0,0.649,64.91,0.0,0
ad5621,32.0,1.989,62.15,-0.24,0
ad5621,20.0,1.223,61.15,0.38,0
801625,48.0,4.469,93.09,5.87,0
801625,77.0,17.416,226.18,15.44,0
801625,19.0,3.306,174.02,9.22,0
801625,96.0,0.0,0.0,0.0,0
801625,16.0,21.392,1337.02,64.29,0
a0e250,29.0,7.879,271.69,5.26,0
a0e250,28.0,7.364,263.0,5.71,0
a0e250,21.0,5.287,251.77,4.35,0
a0e250,24.0,6.272,261.33,2.22,0
a0e250,29.0,7.642,263.53,4.73,0
a0e250,27.0,7.065,261.68,4.8,0
a0e250,18.0,4.657,258.73,5.08,0
a0e250,27.0,7.026,260.23,3.39,0
a0e250,16.0,4.078,254.85,4.29,0
a0e250,31.0,8.222,265.23,3.69,0
a0e250,21.0,5.213,248.24,2.18,0
a0e250,9.0,2.344,260.5,2.54,0
a0e250,5.0,1.295,259.04,4.57,0
801629,30.0,3.89,129.68,0.0,0
801629,28.0,3.638,129.94,0.27,0
801629,20.0,2.655,132.76,-0.38,0
801629,24.0,3.086,128.59,-0.32,0
801629,30.0,4.043,134.77,0.25,0
801629,27.0,3.531,130.79,0.0,0
801629,19.0,2.525,132.9,0.0,0
801629,31.0,4.057,130.86,0.0,0
801629,10.0,1.348,134.79,0.0,0
801629,32.0,4.183,130.71,0.0,0
801629,20.0,2.115,105.73,0.0,0
801629,7.0,0.0,0.0,0.0,0
801629,35.0,5.966,170.47,0.0,0
801629,19.0,2.539,133.65,0.0,0
39de46,31.0,6.187,199.58,-4.92,0
39de46,27.0,5.753,213.06,-4.8,0
39de46,20.0,4.043,202.14,-4.95,0
39de46,24.0,4.813,200.53,-5.08,0
39de46,31.0,6.126,197.61,-1.72,0
39de46,27.0,5.465,202.41,0.0,0
39de46,18.0,3.876,215.31,0.0,0
39de46,31.0,6.297,203.13,0.0,0
39de46,11.0,2.087,189.71,0.0,0
39de46,31.0,6.392,206.21,0.0,0
39de46,20.0,4.056,202.8,0.0,0
39de46,11.0,2.017,183.35,0.0,0
39de46,31.0,6.563,211.71,0.0,0
39de46,21.0,4.091,194.8,0.0,0
39de45,30.0,6.607,220.23,0.0,0
39de45,28.0,6.257,223.46,0.0,0
39de45,20.0,4.382,219.1,0.0,0
39de45,24.0,5.327,221.98,-0.32,0
39de45,30.0,6.627,220.9,0.0,0
39de45,27.0,6.004,222.35,0.0,0
39de45,19.0,4.276,225.05,0.0,0
39de45,31.0,6.968,224.76,0.0,0
39de45,10.0,2.262,226.22,0.0,0
39de45,32.0,7.114,222.32,0.0,0
39de45,20.0,4.572,228.59,0.0,0
39de45,10.0,2.273,227.3,0.76,0
39de45,32.0,7.255,226.71,0.24,0
39de45,20.0,4.601,230.03,0.0,0
39de47,30.0,6.35,211.65,-3.56,0
39de47,28.0,6.049,216.05,-3.54,0
39de47,20.0,4.27,213.5,-3.43,0
39de47,24.0,4.982,207.58,-3.49,0
39de47,30.0,6.127,204.24,-3.56,0
39de47,27.0,5.471,202.63,-3.1,0
39de47,19.0,3.892,204.84,-3.21,0
39de47,31.0,6.216,200.52,-3.69,0
39de47,10.0,2.313,231.29,-4.57,0
39de47,32.0,6.372,199.12,-3.57,0
39de47,19.0,3.825,201.33,-3.61,0
39de47,11.0,2.091,190.05,-2.77,0
39de47,32.0,6.361,198.77,-3.57,0
39de47,20.0,3.925,196.27,-3.81,0
39de49,31.0,6.541,211.0,0.25,0
39de49,28.0,6.053,216.17,0.27,0
39de49,20.0,4.303,215.15,-0.38,0
39de49,24.0,5.152,214.66,0.0,0
39de49,29.0,6.507,224.38,-0.26,0
39de49,27.0,5.74,212.59,-0.28,0
39de49,19.0,4.136,217.71,0.0,0
39de49,31.0,6.716,216.66,0.0,0
39de49,11.0,2.135,194.06,0.0,0
39de49,31.0,6.949,224.16,0.0,0
39de49,21.0,4.412,210.1,0.36,0
39de49,10.0,2.15,214.95,0.76,0
39de49,32.0,6.97,217.81,0.0,0
39de49,20.0,4.429,221.46,0.38,0
39de40,30.0,4.333,144.44,11.18,0
39de40,28.0,4.478,159.93,10.61,0
39de40,20.0,3.258,162.89,16.76,0
39de40,24.0,3.895,162.28,15.88,0
39de40,30.0,5.008,166.94,14.99,0
39de40,27.0,4.529,167.73,14.96,0
39de40,19.0,3.197,168.26,15.64,0
39de40,31.0,5.392,173.94,10.08,0
39de40,10.0,1.628,162.81,10.67,0
39de40,32.0,5.878,183.68,13.81,0
39de40,20.0,3.619,180.96,13.72,0
39de40,10.0,1.831,183.1,9.91,0
39de40,32.0,5.907,184.59,10.24,0
39de40,20.0,3.736,186.81,9.91,0
39de41,31.0,6.288,202.84,0.25,0
39de41,27.0,5.797,214.69,0.28,0
39de41,20.0,4.042,202.11,0.0,0
39de41,24.0,4.993,208.06,0.0,0
39de41,30.0,6.182,206.08,0.0,0
39de41,28.0,5.704,203.73,-0.27,0
39de41,18.0,3.906,216.99,0.0,0
39de41,31.0,6.514,210.14,0.0,0
39de41,10.0,2.041,204.11,0.0,0
39de41,32.0,6.769,211.53,0.0,0
39de41,20.0,4.193,209.63,0.0,0
39de41,10.0,2.059,205.94,0.0,0
39de41,32.0,6.752,210.99,0.24,0
39de41,21.0,4.236,201.71,0.0,0
39de43,30.0,6.051,201.69,0.0,0
39de43,28.0,5.58,199.29,0.27,0
39de43,20.0,4.045,202.27,0.0,0
39de43,24.0,4.822,200.94,0.32,0
39de43,30.0,6.022,200.72,0.0,0
39de43,27.0,5.486,203.2,0.28,0
39de43,19.0,3.764,198.09,0.0,0
39de43,31.0,6.462,208.44,-0.25,0
39de43,10.0,2.064,206.37,0.0,0
39de43,32.0,6.701,209.42,0.0,0
39de43,20.0,4.107,205.33,0.0,0
39de43,10.0,2.076,207.62,0.0,0
39de43,32.0,6.581,205.64,-0.24,0
39de43,20.0,4.097,204.87,0.0,0
511187,30.0,6.512,217.07,0.0,0
511187,28.0,6.006,214.51,0.0,0
511187,20.0,4.316,215.82,0.0,0
511187,24.0,5.178,215.74,0.0,0
511187,30.0,6.521,217.37,-0.25,0
511187,27.0,5.807,215.07,0.0,0
511187,19.0,4.163,219.11,0.0,0
511187,31.0,6.696,216.0,-0.25,0
511187,10.0,2.198,219.85,-0.76,0
511187,32.0,6.944,217.0,0.24,0
511187,20.0,4.29,214.52,0.0,0
511187,10.0,2.115,211.5,0.0,0
511187,32.0,6.937,216.77,0.48,0
511187,20.0,4.298,214.9,0.38,0
511188,31.0,7.409,238.99,-2.7,0
511188,27.0,6.802,251.92,-5.08,0
511188,20.0,4.732,236.58,-4.19,0
511188,24.0,5.86,244.16,-4.76,0
511188,30.0,7.251,241.71,-6.86,0
511188,27.0,6.708,248.45,-7.62,0
511188,19.0,4.551,239.51,-7.62,0
511188,31.0,7.491,241.65,-7.87,0
511188,10.0,2.441,244.08,-6.86,0
511188,32.0,7.497,234.28,-5.0,0
511188,20.0,4.631,231.56,-5.33,0
511188,11.0,2.394,217.61,-4.85,0
511188,31.0,7.44,240.02,-4.67,0
511188,20.0,4.656,232.8,-4.95,0
511189,30.0,7.134,237.78,0.25,0
511189,28.0,6.59,235.35,0.0,0
511189,20.0,4.663,233.13,0.0,0
511189,24.0,5.662,235.94,0.0,0
511189,30.0,6.927,230.91,0.0,0
511189,27.0,6.389,236.63,-0.28,0
511189,19.0,4.512,237.49,0.0,0
511189,31.0,7.286,235.02,0.0,0
511189,10.0,2.252,225.23,0.0,0
511189,32.0,7.406,231.44,-0.24,0
511189,20.0,4.89,244.51,0.38,0
511189,10.0,2.313,231.33,0.76,0
511189,32.0,7.452,232.88,0.0,0
511189,20.0,4.602,230.1,0.0,0
4acb01,30.0,0.0,0.0,0.0,0
4acb01,28.0,0.0,0.0,0.0,0
4acb01,20.0,47.923,2396.13,0.0,0
4acb01,24.0,5.067,211.14,0.0,0
4acb01,30.0,6.408,213.6,0.0,0
4acb01,27.0,5.73,212.23,0.0,0
4acb01,19.0,4.017,211.42,0.0,0
4acb01,31.0,6.636,214.07,0.0,0
4acb01,10.0,2.122,212.17,0.0,0
4acb01,32.0,6.807,212.71,0.0,0
4acb01,20.0,4.17,208.52,0.0,0
4acb01,10.0,2.087,208.66,0.0,0
4acb01,32.0,6.831,213.46,0.0,0
4acb01,20.0,4.177,208.87,4.57,0
4acb03,30.0,6.0,200.0,15.49,0
4acb03,28.0,5.597,199.89,15.51,0
4acb03,20.0,4.156,207.78,14.1,0
4acb03,24.0,5.105,212.72,12.06,0
4acb03,30.0,6.389,212.98,11.43,0
4acb03,27.0,5.975,221.31,11.01,0
4acb03,19.0,4.234,222.83,11.63,0
4acb03,31.0,7.014,226.25,11.06,0
4acb03,10.0,2.293,229.29,11.43,0
4acb03,32.0,7.325,228.91,10.0,0
4acb03,20.0,4.559,227.95,9.53,0
4acb03,10.0,2.363,236.34,9.91,0
4acb03,32.0,7.403,231.34,9.29,0
4acb03,19.0,4.619,243.12,10.83,0
4acb04,30.0,6.476,215.88,0.0,0
4acb04,28.0,5.937,212.04,0.0,0
4acb04,20.0,4.248,212.39,0.0,0
4acb04,24.0,5.117,213.21,0.0,0
4acb04,30.0,6.342,211.39,0.0,0
4acb04,27.0,5.717,211.73,0.0,0
4acb04,19.0,4.021,211.61,0.0,0
4acb04,31.0,6.66,214.85,0.0,0
4acb04,10.0,2.05,204.98,0.0,0
4acb04,32.0,6.891,215.35,0.0,0
4acb04,20.0,4.217,210.85,0.0,0
4acb04,10.0,2.16,215.95,0.0,0
4acb04,32.0,6.735,210.48,0.0,0
4acb04,20.0,4.292,214.58,0.0,0
51116f,31.0,6.819,219.96,0.0,0
51116f,28.0,6.528,233.14,0.0,0
51116f,19.0,4.535,238.7,0.0,0
51116f,24.0,5.388,224.52,0.0,0
51116f,30.0,6.642,221.4,0.0,0
51116f,27.0,6.094,225.71,-0.28,0
51116f,19.0,4.239,223.11,0.0,0
51116f,31.0,6.879,221.91,0.0,0
51116f,11.0,2.252,204.69,0.0,0
51116f,31.0,7.072,228.14,0.49,0
51116f,21.0,4.514,214.98,0.0,0
51116f,10.0,2.183,218.34,0.0,0
51116f,31.0,7.089,228.68,0.0,0
51116f,21.0,4.534,215.9,0.0,0
aae33a,30.0,5.88,196.01,6.86,0
aae33a,28.0,5.404,193.0,5.99,0
aae33a,20.0,3.956,197.82,6.1,0
aae33a,24.0,4.785,199.39,4.76,0
aae33a,31.0,6.161,198.74,6.88,0
aae33a,26.0,5.226,201.0,5.86,0
aae33a,20.0,3.987,199.35,4.95,0
aae33a,30.0,6.246,208.21,3.81,0
aae33a,10.0,2.12,211.97,6.1,0
aae33a,33.0,6.545,198.33,6.7,0
aae33a,19.0,4.103,215.95,3.21,0
aae33a,10.0,2.083,208.33,3.05,0
aae33a,32.0,6.867,214.58,5.24,0
aae33a,20.0,4.196,209.82,5.33,0
4bc8c7,31.0,5.367,173.12,-8.85,0
4bc8c7,27.0,5.2,192.59,-9.88,0
4bc8c7,21.0,3.498,166.59,-8.71,0
4bc8c7,23.0,4.47,194.36,-10.27,0
4bc8c7,30.0,5.327,177.57,-9.14,0
4bc8c7,28.0,4.756,169.86,-7.35,0
4bc8c7,19.0,3.049,160.47,-4.81,0
4bc8c7,31.0,4.639,149.65,-2.95,0
4bc8c7,10.0,1.872,187.24,-4.57,0
4bc8c7,31.0,4.808,155.11,-6.15,0
4bc8c7,21.0,3.127,148.88,-5.81,0
4bc8c7,10.0,1.294,129.45,-5.33,0
4bc8c7,31.0,4.733,152.68,-4.18,0
4bc8c7,20.0,2.834,141.7,-0.38,0
4bc8d0,26.0,0.0,0.0,0.0,0
4bc8d0,32.0,0.0,0.0,-0.24,0
4bc8d0,16.0,0.0,0.0,0.0,0
4bc8d0,24.0,0.0,0.0,0.0,0
4bc8d0,31.0,0.0,0.0,0.25,0
4bc8d0,30.0,0.0,0.0,0.0,0
4bc8d0,20.0,0.0,0.0,0.0,0
4bc8d0,30.0,0.0,0.0,0.0,0
4bc8d0,10.0,0.0,0.0,0.76,0
4bc8d0,31.0,0.0,0.0,0.0,0
4bc8d0,19.0,0.0,0.0,0.0,0
4bc8d0,10.0,0.0,0.0,0.0,0
4bc8d0,34.0,0.0,0.0,-0.22,0
4bc8d0,16.0,0.0,0.0,0.0,0
80167e,32.0,5.31,165.94,0.0,0
80167e,29.0,5.058,174.42,0.0,0
80167e,20.0,3.257,162.85,0.0,0
80167e,24.0,4.049,168.7,0.0,0
80167e,30.0,4.698,156.61,0.0,0
80167e,27.0,3.952,146.38,0.0,0
80167e,19.0,2.716,142.93,0.4,0
80167e,31.0,4.682,151.03,-0.25,0
80167e,10.0,1.506,150.58,0.0,0
80167e,32.0,4.714,147.3,0.0,0
80167e,20.0,2.914,145.71,0.0,0
80167e,10.0,1.477,147.75,0.0,0
80167e,32.0,4.629,144.65,-4.76,0
80167e,20.0,2.867,143.36,-7.62,0
80167c,22.0,4.498,204.45,-9.35,0
80167c,38.0,7.698,202.58,-8.82,0
80167c,20.0,4.018,200.91,-8.38,0
80167c,24.0,4.712,196.35,-8.57,0
80167c,31.0,5.867,189.25,-8.11,0
80167c,26.0,5.175,199.03,-8.21,0
80167c,19.0,3.346,176.11,-8.82,0
80167c,20.0,4.097,204.84,-10.67,0
80167c,17.0,3.377,198.65,-8.96,0
80167c,37.0,6.981,188.67,-10.3,0
80167c,19.0,3.838,202.01,-10.43,0
80167c,10.0,1.835,183.5,-6.86,0
80167c,32.0,6.162,192.56,-8.81,0
80167c,20.0,3.596,179.82,-6.86,0
511171,30.0,7.334,244.46,0.0,0
511171,28.0,7.039,251.4,0.0,0
511171,20.0,4.26,213.02,0.0,0
511171,24.0,6.65,277.08,0.0,0
511171,30.0,7.351,245.02,0.25,0
511171,27.0,6.836,253.2,0.0,0
511171,19.0,4.196,220.84,0.4,0
511171,31.0,8.166,263.41,0.0,0
511171,10.0,2.73,273.01,0.0,0
511171,32.0,8.032,251.0,0.0,0
511171,20.0,4.909,245.46,0.0,0
511171,10.0,2.604,260.38,-0.76,0
511171,32.0,7.973,249.15,0.0,0
511171,20.0,5.036,251.8,0.0,0
4bc8d5,29.0,6.547,225.77,0.26,0
4bc8d5,28.0,6.056,216.27,0.0,0
4bc8d5,20.0,4.25,212.52,0.0,0
4bc8d5,24.0,5.369,223.72,-0.32,0
4bc8d5,30.0,6.531,217.7,-0.25,0
4bc8d5,27.0,5.937,219.88,0.0,0
4bc8d5,19.0,4.101,215.85,0.0,0
4bc8d5,32.0,6.869,214.67,0.24,0
4bc8d5,10.0,2.186,218.6,0.0,0
4bc8d5,31.0,6.931,223.58,0.25,0
4bc8d5,20.0,4.361,218.05,-0.38,0
4bc8d5,11.0,2.144,194.95,0.0,0
4bc8d5,31.0,6.808,219.6,0.0,0
4bc8d5,20.0,4.59,229.48,0.0,0
4bc8d6,29.0,5.968,205.8,-6.57,0
4bc8d6,29.0,5.726,197.45,-4.73,0
4bc8d6,19.0,3.655,192.37,-3.21,0
4bc8d6,25.0,4.566,182.63,-6.1,0
4bc8d6,30.0,5.352,178.4,-8.89,0
4bc8d6,27.0,4.773,176.78,-6.77,0
4bc8d6,18.0,3.248,180.43,-6.35,0
4bc8d6,31.0,5.008,161.56,-6.15,0
4bc8d6,11.0,1.743,158.46,-7.62,0
4bc8d6,32.0,5.016,156.74,-9.76,0
4bc8d6,20.0,3.42,171.0,-6.1,0
4bc8d6,9.0,1.495,166.15,-5.08,0
4bc8d6,33.0,4.779,144.82,-9.24,0
4bc8d6,20.0,3.235,161.75,-8.38,0
e80269,30.0,7.439,247.95,0.0,0
e80269,28.0,6.975,249.11,0.0,0
e80269,20.0,4.889,244.44,0.0,0
e80269,24.0,5.808,242.0,0.0,0
e80269,30.0,7.407,246.88,0.0,0
e80269,27.0,6.584,243.84,0.0,0
e80269,19.0,4.741,249.51,0.0,0
e80269,31.0,7.616,245.68,0.0,0
e80269,10.0,2.591,259.06,0.0,0
e80269,32.0,7.912,247.25,0.0,0
e80269,20.0,4.986,249.28,0.0,0
e80269,10.0,2.375,237.51,0.0,0
e80269,32.0,7.8,243.74,0.0,0
e80269,20.0,4.861,243.05,0.0,0
471efa,30.0,6.847,228.23,4.83,0
471efa,28.0,6.243,222.97,4.08,0
471efa,20.0,4.732,236.6,0.38,0
471efa,24.0,5.547,231.13,0.0,0
471efa,30.0,6.638,221.27,0.0,0
471efa,27.0,6.042,223.78,0.0,0
471efa,19.0,4.603,242.24,0.0,0
471efa,31.0,7.08,228.39,0.0,0
471efa,10.0,2.131,213.08,0.0,0
471efa,32.0,7.24,226.26,0.0,0
471efa,20.0,4.567,228.37,-0.38,0
471efa,10.0,2.214,221.35,0.0,0
471efa,32.0,7.3,228.12,0.0,0
471efa,20.0,4.403,220.13,0.0,0
471efb,30.0,6.87,229.0,0.25,0
471efb,28.0,6.432,229.72,0.0,0
471efb,20.0,4.652,232.58,0.38,0
471efb,24.0,5.487,228.61,0.0,0
